City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
382,cap-aux-meules,47.38,-61.86,37.4,69,75,20.8,CA,1588118586
383,goianesia,-15.32,-49.12,66.94,72,11,3.87,BR,1588118395
384,tefe,-3.35,-64.71,76.66,92,100,2.26,BR,1588118565
385,whitehorse,60.72,-135.05,48.2,36,75,8.05,CA,1588118587
386,pangody,65.85,74.49,24.78,96,100,9.44,RU,1588118587
387,kaitangata,-46.28,169.85,60.01,45,59,5.99,NZ,1588118587
388,qunduz,36.73,68.86,63.59,71,67,1.14,AF,1588118587
389,jaisinghnagar,23.7,81.38,74.41,38,0,4.81,IN,1588118588
390,ruda nad moravou,49.98,16.88,46.99,87,98,0.25,CZ,1588118588
391,lensk,60.73,114.93,40.44,72,100,13.09,RU,1588118588
392,lagoa,39.05,-27.98,59.04,65,100,14.05,PT,1588118588
393,kiunga,-6.12,141.29,77.11,95,100,0.34,PG,1588118588
394,kamloops,50.67,-120.32,59.0,30,90,8.05,CA,1588118589
395,dongsheng,39.82,109.98,62.47,15,0,7.31,CN,1588118589
396,goderich,43.75,-81.72,59.0,70,78,9.1,CA,1588118589
397,mecca,21.43,39.83,81.45,38,0,7.36,SA,1588118589
398,sondrio,46.17,9.87,53.01,93,90,3.36,IT,1588118590
399,robertsport,6.75,-11.37,80.19,83,76,6.8,LR,1588118590
400,konyshevka,51.84,35.29,48.0,59,73,11.01,RU,1588118590
401,tucumcari,35.17,-103.72,89.6,13,1,16.11,US,1588118590
402,anshun,26.25,105.93,59.18,48,99,9.04,CN,1588118590
403,soyo,-6.13,12.37,78.24,88,58,7.47,AO,1588118591
404,podgorenskiy,50.41,39.64,41.23,76,62,7.14,RU,1588118591
405,kloulklubed,7.04,134.26,84.2,74,75,12.75,PW,1588118591
406,nagato,34.38,131.2,57.99,76,0,5.82,JP,1588118592
407,atbasar,51.8,68.33,50.65,68,79,14.03,KZ,1588118592
408,buraydah,26.33,43.98,84.2,30,20,8.05,SA,1588118592
409,ambon,-3.7,128.18,78.8,88,75,4.7,ID,1588118592
410,padang,-0.95,100.35,79.29,72,87,4.72,ID,1588118592
411,port lincoln,-34.73,135.87,56.75,65,55,14.0,AU,1588118593
412,alofi,-19.06,-169.92,75.2,94,49,6.93,NU,1588118593
413,mananjary,-21.22,48.33,72.73,81,100,4.65,MG,1588118593
414,namibe,-15.2,12.15,72.91,69,38,6.87,AO,1588118593
415,secovce,48.7,21.66,50.0,81,9,2.24,SK,1588118593
416,sobolevo,54.43,31.9,49.59,81,100,16.49,RU,1588118594
417,synya,65.37,58.04,30.02,96,100,5.23,RU,1588118594
418,bukene,-4.23,32.88,64.58,68,92,5.46,TZ,1588118594
419,coos bay,43.37,-124.22,64.0,77,1,10.29,US,1588118594
420,chalmette,29.94,-89.96,77.0,69,1,13.87,US,1588118594
421,kununurra,-15.77,128.73,82.4,45,0,6.93,AU,1588118594
422,banjar,-8.19,114.97,80.6,88,20,4.7,ID,1588118595
423,manta,-0.95,-80.73,80.6,74,20,10.29,EC,1588118595
424,gazli,40.13,63.45,65.52,50,77,8.14,UZ,1588118595
425,ucluelet,48.93,-125.55,51.01,93,90,13.87,CA,1588118559
426,sistranda,63.73,8.83,39.2,64,75,4.7,NO,1588118596
427,ambovombe,-25.17,46.08,67.78,85,0,5.26,MG,1588118596
428,sabang,5.89,95.32,82.89,73,99,7.81,ID,1588118596
429,kamenka,51.32,42.77,37.99,65,37,6.76,RU,1588118596
430,la sarre,48.8,-79.2,41.99,80,0,7.65,CA,1588118597
431,bria,6.54,21.99,72.66,78,86,4.63,CF,1588118597
432,muroto,33.28,134.15,59.0,58,0,4.7,JP,1588118597
433,deputatskiy,69.3,139.9,17.58,91,99,4.25,RU,1588118597
434,celestun,20.87,-90.4,85.75,65,31,16.2,MX,1588118598
435,benjamin constant,-4.38,-70.03,80.6,94,20,2.24,BR,1588118598
436,iquique,-20.22,-70.14,66.2,72,90,11.41,CL,1588118306
437,henderson,36.04,-114.98,95.0,10,1,6.93,US,1588118598
438,oyon,-10.67,-76.77,45.3,27,57,0.45,PE,1588118598
439,sao joao da barra,-21.64,-41.05,72.27,76,7,2.86,BR,1588118554
440,halifax,44.65,-63.57,33.01,95,90,20.8,CA,1588118565
441,udachnyy,66.42,112.4,21.2,85,90,8.95,RU,1588118599
442,puerto asis,0.51,-76.5,76.19,80,1,1.9,CO,1588118599
443,henties bay,-22.12,14.28,63.57,73,0,2.17,NA,1588118599
444,seydi,39.48,62.91,67.95,47,87,9.78,TM,1588118600
445,vilhena,-12.74,-60.15,75.2,88,24,3.36,BR,1588118418
446,hambantota,6.12,81.12,80.65,82,93,12.01,LK,1588118600
447,sayyan,15.17,44.32,61.57,35,98,2.21,YE,1588118600
448,saru dornei,47.28,25.35,34.0,80,6,5.26,RO,1588118601
449,taoudenni,22.68,-3.98,88.23,12,31,8.86,ML,1588118601
450,tambopata,-12.73,-69.18,78.66,72,38,0.58,PE,1588118601
451,kaspiyskiy,45.39,47.37,50.05,59,1,7.7,RU,1588118602
452,kristiansund,63.11,7.73,41.0,80,98,14.99,NO,1588118602
453,half moon bay,37.46,-122.43,78.8,87,90,13.09,US,1588118602
454,menongue,-14.66,17.69,58.71,47,0,1.97,AO,1588118602
455,fredericksburg,38.3,-77.46,57.2,76,1,6.93,US,1588118398
456,bilibino,68.05,166.44,29.97,89,100,3.51,RU,1588118337
457,stramberk,49.59,18.12,54.0,81,80,2.24,CZ,1588118603
458,porto nacional,-10.71,-48.42,80.6,74,1,5.82,BR,1588118538
459,tucuman,-26.82,-65.22,66.2,93,90,10.29,AR,1588118603
460,skibbereen,51.55,-9.27,42.8,93,75,8.05,IE,1588118604
461,rybinsk,58.04,38.84,34.74,81,94,9.01,RU,1588118604
462,longhua,23.61,114.19,74.12,66,81,1.23,CN,1588118604
463,nome,64.5,-165.41,27.0,79,90,13.87,US,1588118604
464,yichang,30.71,111.28,72.0,52,1,2.3,CN,1588118605
465,mersing,2.43,103.84,75.2,94,81,4.7,MY,1588118605
466,clyde river,70.47,-68.59,5.0,77,20,8.05,CA,1588118605
467,didwana,27.4,74.57,82.72,33,0,8.03,IN,1588118605
468,kaeo,-35.1,173.78,68.0,79,99,4.0,NZ,1588118606
469,nizhnyaya omka,55.43,74.94,55.69,94,100,13.0,RU,1588118606
470,rincon,32.3,-81.24,73.4,53,40,14.99,US,1588118606
471,arman,59.7,150.17,31.06,93,36,2.8,RU,1588118607
472,kirakira,-10.45,161.92,86.38,68,50,7.85,SB,1588118607
473,bitung,1.45,125.18,77.0,88,40,1.12,ID,1588118607
474,san jeronimo,-11.95,-75.28,52.32,28,36,4.79,PE,1588118607
475,yaan,7.38,8.57,81.99,66,11,10.18,NG,1588118608
476,derzhavinsk,51.1,66.32,48.78,68,36,11.16,KZ,1588118608
477,labytnangi,66.66,66.42,26.53,97,98,12.88,RU,1588118609
478,lalsk,60.74,47.59,34.36,92,100,5.93,RU,1588118609
479,alice springs,-23.7,133.88,78.8,34,67,6.93,AU,1588118609
480,svetlogorsk,52.63,29.73,50.54,70,63,12.71,BY,1588118610
481,tsiroanomandidy,-18.77,46.03,63.01,72,8,2.46,MG,1588118610
482,itapipoca,-3.49,-39.58,74.48,90,100,2.75,BR,1588118495
483,chortkiv,49.02,25.8,54.0,46,4,1.99,UA,1588118610
484,ko samui,9.54,99.94,80.6,94,20,10.4,TH,1588118611
485,mbanza-ngungu,-5.25,14.87,67.75,82,99,2.08,CD,1588118611
486,dandong,40.13,124.39,56.52,65,34,14.58,CN,1588118611
487,tarakan,3.3,117.63,79.65,83,29,6.93,ID,1588118612
488,miri,4.41,114.01,77.0,100,75,3.36,MY,1588118612
489,bucerias,20.75,-105.33,80.6,69,20,11.41,MX,1588118612
490,tura,25.52,90.22,67.12,78,0,2.93,IN,1588118612
491,praia,14.92,-23.51,73.4,73,75,14.99,CV,1588118612
492,west plains,36.73,-91.85,71.6,73,75,14.99,US,1588118613
493,sebes,45.97,23.57,51.8,81,16,2.24,RO,1588118613
494,jijila,45.3,28.15,50.0,61,53,8.05,RO,1588118613
495,lakes entrance,-37.88,147.98,64.0,89,92,1.01,AU,1588118614
496,obera,-27.49,-55.12,70.86,57,0,3.67,AR,1588118614
497,sosua,19.77,-70.52,84.2,66,20,11.41,DO,1588118512
498,douentza,15.0,-2.95,84.33,17,29,3.06,ML,1588118615
499,marzuq,14.4,46.47,76.05,46,100,4.72,YE,1588118615
500,seoul,37.57,126.98,55.4,71,42,4.94,KR,1588118558
501,hanna,51.63,-111.9,63.0,20,35,14.0,CA,1588118497
502,pirapo,-26.85,-55.53,73.71,58,0,5.23,PY,1588118616
503,glyadyanskoye,54.91,65.09,47.93,78,50,12.48,RU,1588118616
504,dengfeng,34.46,113.03,68.99,38,0,1.97,CN,1588118617
505,lompoc,34.64,-120.46,68.0,64,1,10.29,US,1588118458
506,kardasova recice,49.18,14.85,57.0,82,100,8.01,CZ,1588118617
507,mokrousovo,55.81,66.77,48.16,83,83,8.43,RU,1588118617
508,bhopal,23.27,77.4,79.65,26,11,2.15,IN,1588118404
509,billings,45.78,-108.5,66.99,14,20,12.75,US,1588118617
510,christchurch,-43.53,172.63,63.0,72,0,6.93,NZ,1588118567
511,flinders,-34.58,150.86,69.01,79,91,4.0,AU,1588118618
512,nea vissa,41.58,26.53,55.0,60,22,1.99,GR,1588118618
513,bambanglipuro,-7.95,110.28,77.95,83,9,3.56,ID,1588118618
514,belyy yar,53.6,91.39,51.8,93,94,2.24,RU,1588118618
515,mundo nuevo,18.7,-95.5,82.92,72,13,16.67,MX,1588118619
516,walvis bay,-22.96,14.51,51.8,100,0,1.12,NA,1588118619
517,camana,-16.62,-72.71,68.31,77,71,6.46,PE,1588118336
518,hsinchu,24.8,120.97,73.0,66,56,1.99,TW,1588118619
519,blois,47.58,1.33,51.8,93,28,4.7,FR,1588118619
520,ganzhou,28.82,115.43,72.43,63,9,2.77,CN,1588118620
521,vao,-22.67,167.48,75.36,78,3,24.25,NC,1588118620
522,pundaguitan,6.37,126.17,82.26,73,81,6.22,PH,1588118621
523,barda,40.37,47.13,52.54,69,97,7.56,AZ,1588118621
524,bagdarin,54.43,113.6,50.92,29,86,2.86,RU,1588118622
525,ismailia,30.6,32.27,60.26,71,0,8.39,EG,1588118622
526,kutum,14.2,24.67,75.29,12,1,7.67,SD,1588118622
527,acapulco,16.86,-99.89,84.2,70,40,11.41,MX,1588118623
528,pacific grove,36.62,-121.92,68.0,63,1,8.05,US,1588118623
529,riyadh,24.69,46.72,82.4,23,20,11.41,SA,1588118479
530,zychlin,52.24,19.63,55.4,58,99,2.24,PL,1588118623
531,coquimbo,-29.95,-71.34,60.8,82,0,5.82,CL,1588118624
532,ejido,8.55,-71.24,70.74,50,87,1.05,VE,1588118624
533,fare,-16.7,-151.02,83.12,77,100,11.7,PF,1588118624
534,gafanha da encarnacao,40.62,-8.73,54.0,86,37,10.0,PT,1588118625
535,melito di porto salvo,37.92,15.77,66.2,93,75,2.24,IT,1588118625
536,paka,4.64,103.44,77.0,94,40,1.12,MY,1588118625
537,karjat,18.92,73.33,84.2,79,24,1.9,IN,1588118625
538,yenagoa,4.92,6.26,77.67,92,44,4.18,NG,1588118625
539,promyshlennaya,54.92,85.64,51.8,93,99,4.47,RU,1588118625
540,anchorage,61.22,-149.9,55.4,26,1,8.05,US,1588118600
541,guiratinga,-16.35,-53.76,70.57,73,0,5.97,BR,1588118626
542,valparaiso,-33.04,-71.63,69.8,43,0,8.05,CL,1588118626
543,yerbogachen,61.28,108.01,36.81,72,67,6.11,RU,1588118626
544,necochea,-38.55,-58.74,57.0,98,85,4.0,AR,1588118626
545,margate,51.38,1.39,48.99,79,100,1.99,GB,1588118626
546,port-cartier,50.03,-66.87,44.6,39,75,3.36,CA,1588118627
547,mount gambier,-37.83,140.77,51.8,93,90,5.82,AU,1588118627
548,preobrazheniye,42.9,133.91,52.43,46,0,8.08,RU,1588118627
549,samarai,-10.62,150.67,83.89,75,4,8.25,PG,1588118628
